S.No,Station,Station Code,City,Division,Zone,no.
60,D.A.V.C.H. Jalandhar,DAVJ,Jalandhar,Firozpur,Delhi,3
61,Dagru,DAU,Moga,Firozpur,Delhi,3
62,Dalhousie Road,DLSR,Pathankot,Firozpur,Delhi,3
63,Dasuya,DZA,Hoshiarpur,Firozpur,Delhi,3
64,Derababa Nanak,DBNK,Gurdaspur,Firozpur,Delhi,3
65,Dhandari Kalan,DDL,Ludhiana,Firozpur,Delhi,3
66,Dhariwal,DHW,Gurdaspur,Firozpur,Delhi,3
67,Dhilwan,DIW,Kapurthala,Firozpur,Delhi,3
68,Dhindsa,DDK,Sangrur,Firozpur,Delhi,3
69,Dina Nagar,DNN,Gurdaspur,Firozpur,Delhi,3
70,Dodh,DODH,Firozpur,Firozpur,Delhi,3
71,Dudwindi,DDY,Kapurthala,Firozpur,Delhi,3
72,Dukhnawaran,DUQ,Amritsar,Firozpur,Delhi,3
73,Faridkot,FDK,Faridkot,Firozpur,Delhi,3
74,Fatehgarh Churian,FGCN,Gurdaspur,Firozpur,Delhi,3
75,Fazilka Junction,FKA,Fazilka,Firozpur,Delhi,3
76,Ferozeshah,PHS,Firozpur,Firozpur,Delhi,3
77,Firozpur Cantt. Junction,FZR,Firozpur,Firozpur,Delhi,3
78,Firozpur City,FZP,Firozpur,Firozpur,Delhi,3
79,Gahndran Halt,GNZ,Jalandhar,Firozpur,Delhi,3
80,Gangsar Jaitu,GJUT,Faridkot,Firozpur,Delhi,3
81,Garhshankar,GSR,Hoshiarpur,Firozpur,Delhi,3
82,Garna Sahib,GSB,Hoshiarpur,Firozpur,Delhi,3
83,Ghagwal,GHGL,Samba,Firozpur,Delhi,3
84,Ghai Kalan,GKX,Moga,Firozpur,Delhi,3
85,Gharyala,GYL,Amritsar,Firozpur,Delhi,3
86,Ghiala,GILA,Gurdaspur,Firozpur,Delhi,3
87,Giani Zail Singh Sandhwan,GZS,Faridkot,Firozpur,Delhi,3
88,Gidarpindi,GOD,Jalandhar,Firozpur,Delhi,3
89,Gohlwar Varpal,GRV,Amritsar,Firozpur,Delhi,3
90,Goindwal Sahib,GWSB,Tarn Taran,Firozpur,Delhi,3
91,Golehwala,GHA,Faridkot,Firozpur,Delhi,3
92,Goneana,GNA,Bathinda,Firozpur,Delhi,3
93,Goraya,GRY,Jalandhar,Firozpur,Delhi,3
94,Guler,GULR,Kangra,Firozpur,Delhi,3
95,Gumtali Halt,GTQ,Jalandhar,Firozpur,Delhi,3
96,Gurdaspur,GSP,Gurdaspur,Firozpur,Delhi,3
97,Guru Harsahai,GHS,Firozpur,Firozpur,Delhi,3
98,Hamira,HMR,Kapurthala,Firozpur,Delhi,3
99,Hamre,HME,Baramulla,Firozpur,Delhi,3
100,Hardorawal,HDWL,Gurdaspur,Firozpur,Delhi,3
101,Harsar Dehri,HRDR,Kangra,Firozpur,Delhi,3
102,Hiller Shahabad,HRSB,Anantnag,Firozpur,Delhi,3
103,Hira Nagar,HRNR,Kathua,Firozpur,Delhi,3
104,Hoshiarpur,HSX,Hoshiarpur,Firozpur,Delhi,3
105,Husainpur,HSQ,Kapurthala,Firozpur,Delhi,3
106,Jagraon,JGN,Ludhiana,Firozpur,Delhi,3
107,Jaijon Doaba,JJJ,Hoshiarpur,Firozpur,Delhi,3
108,Jaintipura,JNT,Amritsar,Firozpur,Delhi,3
109,Jakolari,JK,Pathankot,Firozpur,Delhi,3
110,Jalalabad,JBD,Fazilka,Firozpur,Delhi,3
111,Jalandhar Cantt. Junction,JRC,Jalandhar,Firozpur,Delhi,3
112,Jalandhar City Junction,JUC,Jalandhar,Firozpur,Delhi,3
113,Jalandhar DAV College,DAVC,Fazilka,Firozpur,Delhi,3
114,Jammu Tawi,JAT,Jammu,Firozpur,Delhi,3
115,Jandiala,JNL,Jalandhar,Firozpur,Delhi,3
116,Jandoke,JDK,Sri Muktsar Sahib,Firozpur,Delhi,3
117,Jawan Wala Shehar,JWLS,Kangra,Firozpur,Delhi,3
118,Jhabelwali,JBW,Bathinda,Firozpur,Delhi,3
119,Jhawar,JHWR,Gurdaspur,Firozpur,Delhi,3
120,Jhoktahal Singh,JTH,Firozpur,Firozpur,Delhi,3
121,Jiwa Arain,JWN,Firozpur,Firozpur,Delhi,3
122,Joginder Nagar,JDNX,Mandi,Firozpur,Delhi,3
123,Jogiwala,JGW,Firozpur,Firozpur,Delhi,3
124,Jwalamukhi Road,JMKR,Kangra,Firozpur,Delhi,3
125,Kairon,KCZ,Amritsar,Firozpur,Delhi,3
126,Kakapor,KAPE,Pulwama,Firozpur,Delhi,3
127,Kala Bakra,KKL,Jalandhar,Firozpur,Delhi,3
128,Kandrori,KNDI,Kangra,Firozpur,Delhi,3
129,Kandwal Halt,KAWL,Kangra,Firozpur,Delhi,3
130,Kang Khurd,KGKD,Jalandhar,Firozpur,Delhi,3
131,Kangra,KGRA,Kangra,Firozpur,Delhi,3
132,Kangra Mandir,KGMR,Kangra,Firozpur,Delhi,3
133,Kapurthala,KXH,Kapurthala,Firozpur,Delhi,3
134,Kapurthala Rail Coach Factory,RCF,Kapurthala,Firozpur,Delhi,3
135,Kariha,KYY,Shahid Bhagat Singh Nagar,Firozpur,Delhi,3
136,Kartarpur,KRE,Jalandhar,Firozpur,Delhi,3
137,Kasu Begu,KBU,Firozpur,Firozpur,Delhi,3
138,Kathua,KTHU,Kathua,Firozpur,Delhi,3
139,Kathunangal,KNG,Amritsar,Firozpur,Delhi,3
140,Khadur Sahib,KDSB,Tarn Taran,Firozpur,Delhi,3
141,Khai Phemeki,KIQ,Firozpur,Firozpur,Delhi,3
142,Khasa,KSA,Amritsar,Firozpur,Delhi,3
143,Khatkar Kalan,KHHJ,Shahid Bhagat Singh Nagar,Firozpur,Delhi,3
144,Khem Karan,KEMK,Tarn Taran,Firozpur,Delhi,3
145,Khojewala,KWJ,Kapurthala,Firozpur,Delhi,3
146,Khudda Korala,KZX,Hoshiarpur,Firozpur,Delhi,3
147,Khui Khera,KUKA,Firozpur,Firozpur,Delhi,3
148,Khurdpur,KUPR,Jalandhar,Firozpur,Delhi,3
149,Kohar Singhwala,KRSW,Firozpur,Firozpur,Delhi,3
150,Koparlahar,KPLR,Kangra,Firozpur,Delhi,3
151,Kot Kapura Junction,KKP,Faridkot,Firozpur,Delhi,3
152,Kotla Gujran,KTGN,Amritsar,Firozpur,Delhi,3
153,Kulthamabdullashah Halt,KASH,Mohali,Firozpur,Delhi,3
154,Ladhowal,LDW,Ludhiana,Firozpur,Delhi,3
155,Ladhuka,LDK,Firozpur,Firozpur,Delhi,3
156,Lakhewali,LKW,Sri Muktsar Sahib,Firozpur,Delhi,3
157,Lohian Khas Junction,LNK,Jalandhar,Firozpur,Delhi,3
158,Ludhiana Junction,LDH,Ludhiana,Firozpur,Delhi,3
159,Lunsu Halt,LNS,Shimla,Firozpur,Delhi,3
160,Madhopur Punjab,MDPB,Pathankot,Firozpur,Delhi,3
161,Mahalam,MFM,Firozpur,Firozpur,Delhi,3
162,Maheshari Sandhuan,MSSD,Firozpur,Firozpur,Delhi,3
163,Mahngarwal Doaba,MGWD,Hoshiarpur,Firozpur,Delhi,3
164,Majhairan Himachal,MNHL,Kangra,Firozpur,Delhi,3
165,Majitha,MJTA,Amritsar,Firozpur,Delhi,3
166,Makhu,MXH,Firozpur,Firozpur,Delhi,3
167,Mallanwala Khas,MWX,Firozpur,Firozpur,Delhi,3
168,Malsian Shahkht,MQS,Jalandhar,Firozpur,Delhi,3
169,Malupota,MXP,Shahid Bhagat Singh Nagar,Firozpur,Delhi,3
170,Mananwala,MOW,Amritsar,Firozpur,Delhi,3
171,Mandhali,MYE,Shahid Bhagat Singh Nagar,Firozpur,Delhi,3
172,Manwal,MNVL,Jammu,Firozpur,Delhi,3
173,Mazhom,MZMA,Baramulla,Firozpur,Delhi,3
174,Megh Raj Pura,MGRP,Kangra,Firozpur,Delhi,3
175,Mirthal,MRTL,Gurdaspur,Firozpur,Delhi,3
176,Modelgram,MG,Ludhiana,Firozpur,Delhi,3
177,Moga,MOGA,Moga,Firozpur,Delhi,3
178,Mukerian,MEX,Hoshiarpur,Firozpur,Delhi,3
179,Muktsar,MKS,Sri Muktsar Sahib,Firozpur,Delhi,3
180,Mulewal Khaihra,MLKH,Jalandhar,Firozpur,Delhi,3
181,Mullanpur,MLX,Ludhiana,Firozpur,Delhi,3
182,Nagrota,NGRT,Kangra,Firozpur,Delhi,3
183,Nagrota Suriyan,NGRS,Kangra,Firozpur,Delhi,3
184,Nakodar Junction,NRO,Jalandhar,Firozpur,Delhi,3
185,Nanaksar,NNKR,Ludhiana,Firozpur,Delhi,3
186,Nandpur Bhatauli,NDBT,Kangra,Firozpur,Delhi,3
187,Nasrala,NAS,Hoshiarpur,Firozpur,Delhi,3
188,Nawanshahr Doaba Junction,NSS,Shahid Bhagat Singh Nagar,Firozpur,Delhi,3
189,Nurmahal,NRM,Jalandhar,Firozpur,Delhi,3
190,Nurpur Road,NUPR,Kangra,Firozpur,Delhi,3
191,Pajian,PJA,Kapurthala,Firozpur,Delhi,3
192,Palampur Himachal,PLMX,Palampur,Firozpur,Delhi,3
193,Pampur,PMPE,Srinagar,Firozpur,Delhi,3
194,Panchrukhi,PHRH,Kangra,Firozpur,Delhi,3
195,Panzgom,PJGM,Kupwara,Firozpur,Delhi,3
196,Parao Mahna,PMH,Sri Muktsar Sahib,Firozpur,Delhi,3
197,Parna Nand,PMQ,Pathankot,Firozpur,Delhi,3
198,Paror,PRAR,Kangra,Firozpur,Delhi,3
199,Partabpura,PPB,Jalandhar,Firozpur,Delhi,3
200,Pathankot Cantt,PTKC,Pathankot,Firozpur,Delhi,3
201,Pathankot Junction,PTK,Pathankot,Firozpur,Delhi,3
202,Pattan,PTTN,Baramulla,Firozpur,Delhi,3
203,Patti,PAX,Tarn Taran,Firozpur,Delhi,3
204,Patti Rajpura Halt,PTRJ,Kangra,Firozpur,Delhi,3
205,Phagwara Junction,PGW,Kapurthala,Firozpur,Delhi,3
206,Phillaur Junction,PHR,Jalandhar,Firozpur,Delhi,3
207,Pipli Pakhi Kalan,PKZ,Faridkot,Firozpur,Delhi,3
208,Qadian,QDN,Gurdaspur,Firozpur,Delhi,3
209,Qazigund,QG,Kulgam,Firozpur,Delhi,3
210,Ram Nagar JK,RMJK,Udhampur,Firozpur,Delhi,3
211,Ramdas,RDS,Amritsar,Firozpur,Delhi,3
212,Ratar Chattar,RCR,Gurdaspur,Firozpur,Delhi,3
213,Rattok Gurdwara,RKG,Amritsar,Firozpur,Delhi,3
214,Romana Albel Singh,RLS,Faridkot,Firozpur,Delhi,3
215,Roranwala,RRW,Firozpur,Firozpur,Delhi,3
216,Rure Asal,RRAL,Amritsar,Firozpur,Delhi,3
217,Sadura,SDUA,Anantnag,Firozpur,Delhi,3
218,Saidanwala,SWX,Firozpur,Firozpur,Delhi,3
219,Saidpur Jalalabad Halt,SPJB,Tarn Taran,Firozpur,Delhi,3
220,Saila Khurd,SQJ,Hoshiarpur,Firozpur,Delhi,3
221,Samba,SMBX,Samba,Firozpur,Delhi,3
222,Samloti,SMLT,Kangra,Firozpur,Delhi,3
223,Sanahwal,SNL,Ludhiana,Firozpur,Delhi,3
224,Sangar,SGRR,Jammu,Firozpur,Delhi,3
225,Sangrana Sahib,SBS,Amritsar,Firozpur,Delhi,3
226,Sarna,SRM,Pathankot,Firozpur,Delhi,3
227,Satnaur Badesron,SNB,Hoshiarpur,Firozpur,Delhi,3
228,Sham Chaurasi,SCQ,Hoshiarpur,Firozpur,Delhi,3
229,Shri Mata Vaishno Devi Katra,SVDK,Reasi,Firozpur,Delhi,3
230,Sidhwan,SWG,Jalandhar,Firozpur,Delhi,3
231,Sindhar,SDZ,Jalandhar,Firozpur,Delhi,3
232,Sohal,SOHL,Gurdaspur,Firozpur,Delhi,3
233,Sopore,SXZM,Baramulla,Firozpur,Delhi,3
234,Srinagar Kashmir,SINA,Srinagar,Firozpur,Delhi,3
235,Suchipind,SCPD,Jalandhar,Firozpur,Delhi,3
236,Sujanpur,SJNP,Pathankot,Firozpur,Delhi,3
237,Sulah Himachal Pradesh,SLHP,Palampur,Firozpur,Delhi,3
238,Sulhani,SULH,Firozpur,Firozpur,Delhi,3
239,Sultanpur Lodi,SQR,Kapurthala,Firozpur,Delhi,3
240,Sura Nussi,SRX,Jalandhar,Firozpur,Delhi,3
241,Talara,TLRA,Kangra,Firozpur,Delhi,3
242,Talli Saidasahu,TSS,Firozpur,Firozpur,Delhi,3
243,Talwandi,TWB,Firozpur,Firozpur,Delhi,3
244,Tanda Urmar,TDO,Hoshiarpur,Firozpur,Delhi,3
245,Tangra,TRA,Amritsar,Firozpur,Delhi,3
246,Tarn Taran,TTO,Tarn Taran,Firozpur,Delhi,3
247,Theh Qalandar,TQL,Firozpur,Firozpur,Delhi,3
248,Tripal Halt,TRPL,Kangra,Firozpur,Delhi,3
249,Udhampur,UHP,Udhampur,Firozpur,Delhi,3
250,Unchi Bassi,UCB,Hoshiarpur,Firozpur,Delhi,3
251,Valtoha,WLA,Amritsar,Firozpur,Delhi,3
252,Verka Junction,VKA,Amritsar,Firozpur,Delhi,3
253,Vijiypur Jammu,VJPJ,Samba,Firozpur,Delhi,3
254,Wanderjatana,WDJ,Faridkot,Firozpur,Delhi,3
1,Achalganj,ACH,Jaunpur,Lucknow NR,Delhi,4
2,Acharya Narendra Dev Nagar,ACND,Faizabad,Lucknow NR,Delhi,4
3,Adhinpur,AHZ,Balrampur,Lucknow NR,Delhi,4
4,Ajgain,AJ,Lucknow,Lucknow NR,Delhi,4
5,Akbarganj,AKJ,Sitapur,Lucknow NR,Delhi,4
6,Akbarpur,ABP,Ambedkar Nagar,Lucknow NR,Delhi,4
7,Alambagh West Cabin,LNWT,Lucknow,Lucknow NR,Delhi,4
8,Alamnagar,AMG,Lucknow,Lucknow NR,Delhi,4
9,Amausi,AMS,Lucknow,Lucknow NR,Delhi,4
10,Amethi,AME,Amethi,Lucknow NR,Delhi,4
11,Anand Nagar Junction,ANDN,Mahrajganj,Lucknow NR,Delhi,4
12,Antu,ANTU,Pratapgarh,Lucknow NR,Delhi,4
13,Anupganj,APG,Lucknow,Lucknow NR,Delhi,4
14,Arkha,ARKA,Raebareli,Lucknow NR,Delhi,4
15,Atrampur,ARP,Allahabad,Lucknow NR,Delhi,4
16,Ayodhya Junction,AY,Faizabad,Lucknow NR,Delhi,4
17,Babatpur,BTP,Varanasi,Lucknow NR,Delhi,4
18,Bachhrawan,BCN,Raebareli,Lucknow NR,Delhi,4
19,Badshahpur,BSE,Jaunpur,Lucknow NR,Delhi,4
20,Bahai,BYQ,Raebareli,Lucknow NR,Delhi,4
21,Baiswara,BSWA,Raebareli,Lucknow NR,Delhi,4
22,Bakas,BKKS,Lucknow,Lucknow NR,Delhi,4
23,Bakhsha,BKSA,Jaunpur,Lucknow NR,Delhi,4
24,Band Hamirpur,BAHP,Unnao,Lucknow NR,Delhi,4
25,Bandhua Kalan,BDKN,Sultanpur,Lucknow NR,Delhi,4
26,Bani,BANI,Amethi,Lucknow NR,Delhi,4
27,Barabanki Junction,BBK,Barabanki,Lucknow NR,Delhi,4
28,Baragaon,BNM,Varanasi,Lucknow NR,Delhi,4
29,Barara Buzurg,BRRZ,Raebareli,Lucknow NR,Delhi,4
30,Barsathi,BSY,Jaunpur,Lucknow NR,Delhi,4
31,Barya Ram,BYHA,Kasganj,Lucknow NR,Delhi,4
32,Bhadaiyan,BDIN,Sultanpur,Lucknow NR,Delhi,4
33,Bhadohi,BOY,Sant Ravidas Nagar,Lucknow NR,Delhi,4
34,Bhadri,BHDR,Pratapgarh,Lucknow NR,Delhi,4
35,Bhanaur,VNN,Jaunpur,Lucknow NR,Delhi,4
36,Bharatkund,BTKD,Faizabad,Lucknow NR,Delhi,4
37,Bhupia Mau,VPO,Pratapgarh,Lucknow NR,Delhi,4
38,Bighapur,BQP,Unnao,Lucknow NR,Delhi,4
39,Bilhar Ghat,BLG,Faizabad,Lucknow NR,Delhi,4
40,Bilwai,BWI,Mahoba,Lucknow NR,Delhi,4
41,Birapatti,BRPT,Varanasi,Lucknow NR,Delhi,4
42,Bishnathganj,BTJ,Pratapgarh,Lucknow NR,Delhi,4
43,Block Hut B,BHBV,Chandauli,Lucknow NR,Delhi,4
44,Blockhut A,BHAW,Lucknow,Lucknow NR,Delhi,4
45,Chaubisi,CHBS,Barabanki,Lucknow NR,Delhi,4
46,Chaukhandi,CHH,Varanasi,Lucknow NR,Delhi,4
47,Chaure Bazar,CHBR,Faizabad,Lucknow NR,Delhi,4
48,Chhandrauli,CDRL,Barabanki,Lucknow NR,Delhi,4
49,Chilbila Junction,CIL,Pratapgarh,Lucknow NR,Delhi,4
50,Dalmau Junction,DMW,Raebareli,Lucknow NR,Delhi,4
51,Dandupur,DND,Pratapgarh,Lucknow NR,Delhi,4
52,Darshannagar,DRG,Faizabad,Lucknow NR,Delhi,4
53,Daryabad,DYD,Barabanki,Lucknow NR,Delhi,4
54,Daryapur Junction,DYP,Sitapur,Lucknow NR,Delhi,4
55,Dayalpur,DLPR,Allahabad,Lucknow NR,Delhi,4
56,Deorakot,DELO,Allahabad,Lucknow NR,Delhi,4
57,Dhirganj,DHRJ,Budaun,Lucknow NR,Delhi,4
58,Dilkusha Cabin,LBH,Lucknow,Lucknow NR,Delhi,4
59,Dwarkaganj,DWJ,Sultanpur,Lucknow NR,Delhi,4
60,Faizabad Junction,FD,Faizabad,Lucknow NR,Delhi,4
61,Fursatganj,FTG,Amethi,Lucknow NR,Delhi,4
62,Gangaganj,GANG,Raebareli,Lucknow NR,Delhi,4
63,Garhi Manikpur,GRMR,Chitrakoot,Lucknow NR,Delhi,4
64,Gaura,GRX,Pratapgarh,Lucknow NR,Delhi,4
65,Gauriganj,GNG,Amethi,Lucknow NR,Delhi,4
66,Gauriyamau,GMU,Faizabad,Lucknow NR,Delhi,4
67,Goshainganj,GGJ,Faizabad,Lucknow NR,Delhi,4
68,Haidergarh,HGH,Barabanki,Lucknow NR,Delhi,4
69,Harauni,HRN,Lucknow,Lucknow NR,Delhi,4
70,Harchandpur,HCP,Raebareli,Lucknow NR,Delhi,4
71,Harpalganj,HRPG,Jaunpur,Lucknow NR,Delhi,4
72,Indemau,IDM,Unnao,Lucknow NR,Delhi,4
73,Ishardaspur,IDS,Allahabad,Lucknow NR,Delhi,4
74,Jafarganj,JFG,Fatehpur,Lucknow NR,Delhi,4
75,Jagesharganj,JGJ,Pratapgarh,Lucknow NR,Delhi,4
76,Jais,JAIS,Amethi,Lucknow NR,Delhi,4
77,Jaitipur,JTU,Unnao,Lucknow NR,Delhi,4
78,Jalalganj,JLL,Jaunpur,Lucknow NR,Delhi,4
79,Jalalpur Dhai,JPD,Jaunpur,Lucknow NR,Delhi,4
80,Janghai Junction,JNH,Jaunpur,Lucknow NR,Delhi,4
81,Jarauna,JUA,Jaunpur,Lucknow NR,Delhi,4
82,Jaunpur City,JOP,Jaunpur,Lucknow NR,Delhi,4
83,Jaunpur Junction,JNU,Jaunpur,Lucknow NR,Delhi,4
84,Jugaur,JRR,Lucknow,Lucknow NR,Delhi,4
85,Kajgaon Terhwan,KJTW,Jaunpur,Lucknow NR,Delhi,4
86,Kankaha,KKAH,Lucknow,Lucknow NR,Delhi,4
87,Kanpur Bridge Left Bank,CPB,Kanpur,Lucknow NR,Delhi,4
88,Kapseti,KEH,Varanasi,Lucknow NR,Delhi,4
89,Kashi,KEI,Varanasi,Lucknow NR,Delhi,4
90,Kasimpur,KCJ,Amethi,Lucknow NR,Delhi,4
91,Katahri,KTHE,Ambedkar Nagar,Lucknow NR,Delhi,4
92,Khajurhat,KJA,Faizabad,Lucknow NR,Delhi,4
93,Khalispur,KSF,Varanasi,Lucknow NR,Delhi,4
94,Kheta Sarai,KS,Jaunpur,Lucknow NR,Delhi,4
95,Khundaur,KDF,Pratapgarh,Lucknow NR,Delhi,4
96,Koiripur,KEPR,Sultanpur,Lucknow NR,Delhi,4
97,Korari,KURO,Unnao,Lucknow NR,Delhi,4
98,Kulha Halt,KULH,Unnao,Lucknow NR,Delhi,4
99,Kunda Harnamganj,KHNM,Pratapgarh,Lucknow NR,Delhi,4
100,Kundanganj,KVG,Raibarelly,Lucknow NR,Delhi,4
101,Kurebhar,KBE,Sultanpur,Lucknow NR,Delhi,4
102,Kusumbhi,KVX,Unnao,Lucknow NR,Delhi,4
103,Lachhmanpur,LMN,Raebareli,Lucknow NR,Delhi,4
104,Lalganj,LLJ,Raebareli,Lucknow NR,Delhi,4
105,Lalgopalganj,LGO,Allahabad,Lucknow NR,Delhi,4
106,Lambhua,LBA,Sultanpur,Lucknow NR,Delhi,4
107,Lohta,LOT,Varanasi,Lucknow NR,Delhi,4
108,Lucknow Charbagh,LKO,Lucknow,Lucknow NR,Delhi,4
109,Magarwara,MGW,Unnao,Lucknow NR,Delhi,4
110,Mahgawan Halt,MGWN,Jaunpur,Lucknow NR,Delhi,4
111,Mahrani Pachhim,MWP,Sultanpur,Lucknow NR,Delhi,4
112,Malethu Kanak,MEQ,Faizabad,Lucknow NR,Delhi,4
113,Malhaur Junction,ML,Lucknow,Lucknow NR,Delhi,4
114,Malipur,MLPR,Ambedkar Nagar,Lucknow NR,Delhi,4
115,Manak Nagar,MKG,Lucknow,Lucknow NR,Delhi,4
116,Manikalan Halt,MNKN,Jaunpur,Lucknow NR,Delhi,4
117,Manjhlepur,MNJR,Kaushambi,Lucknow NR,Delhi,4
118,Mariahu,MAY,Jaunpur,Lucknow NR,Delhi,4
119,Masodha,MSOD,Faizabad,Lucknow NR,Delhi,4
120,Mau Aimma,MEM,Allahabad,Lucknow NR,Delhi,4
121,Mihrawan,MIH,Jaunpur,Lucknow NR,Delhi,4
122,Misrauli,MFL,Amethi,Lucknow NR,Delhi,4
123,Mohanlalganj,MLJ,Lucknow,Lucknow NR,Delhi,4
124,Mondh,MOF,Sant Ravidas Nagar,Lucknow NR,Delhi,4
125,Musafir Khana,MFKA,,Lucknow NR,Delhi,4
126,Naigaon,NIG,Lucknow,Lucknow NR,Delhi,4
127,Nibhapur,NBP,Jaunpur,Lucknow NR,Delhi,4
128,Nigohan,NHN,Lucknow,Lucknow NR,Delhi,4
129,Nihalgarh,NHH,Amethi,Lucknow NR,Delhi,4
130,Nihasta Halt,NHF,Raebareli,Lucknow NR,Delhi,4
131,Pakhruli,PKX,Chandauli,Lucknow NR,Delhi,4
132,Pariawan Kalakankar Road,PQN,Pratapgarh,Lucknow NR,Delhi,4
133,Parsipur,PRF,Sant Ravidas Nagar,Lucknow NR,Delhi,4
134,Partapgarh Junction,PBH,Pratapgarh,Lucknow NR,Delhi,4
135,Patranga,PTH,Faizabad,Lucknow NR,Delhi,4
136,Phaphamau Junction,PFM,Allahabad,Lucknow NR,Delhi,4
137,Phulpur,PLP,Allahabad,Lucknow NR,Delhi,4
138,Pindra Road,PDRD,Varanasi,Lucknow NR,Delhi,4
139,Piparpur,PPU,Amethi,Lucknow NR,Delhi,4
140,Piparsand,POF,Lucknow,Lucknow NR,Delhi,4
141,Pirthiganj,PHV,Pratapgarh,Lucknow NR,Delhi,4
142,Prayag Ghat,PYG,Allahabad,Lucknow NR,Delhi,4
143,Prayag Junction,PRG,Allahabad,Lucknow NR,Delhi,4
144,Radha Balampur,RDV,Raebareli,Lucknow NR,Delhi,4
145,Rae Bareli Junction,RBL,Raebareli,Lucknow NR,Delhi,4
146,Raghuraj Singh,RRS,Unnao,Lucknow NR,Delhi,4
147,Rahmatnagar,RMNR,Amethi,Lucknow NR,Delhi,4
148,Ram Chaura Road,RMC,Allahabad,Lucknow NR,Delhi,4
149,Ramachandrapur,RCP,Raebareli,Lucknow NR,Delhi,4
150,Ramganj,RMGJ,Sultanpur,Lucknow NR,Delhi,4
151,Rasull,RES,Faizabad,Lucknow NR,Delhi,4
152,Rauzagaon,RZN,Faizabad,Lucknow NR,Delhi,4
153,Rudauli,RDL,Faizabad,Lucknow NR,Delhi,4
154,Rupamau,RUM,Raebareli,Lucknow NR,Delhi,4
155,Safdarganj,SGJ,Barabanki,Lucknow NR,Delhi,4
156,Safedabad,SFH,Barabanki,Lucknow NR,Delhi,4
157,Sahajipur Halt,SHJP,Pratapgarh,Lucknow NR,Delhi,4
158,Saidkhanpur,SYK,Barabanki,Lucknow NR,Delhi,4
159,Salarpur,SLRP,Faizabad,Lucknow NR,Delhi,4
160,Salkhapur,SAF,Jaunpur,Lucknow NR,Delhi,4
161,Sarai Chandi,SYC,Allahabad,Lucknow NR,Delhi,4
162,Sarai Gopal,SPGL,Allahabad,Lucknow NR,Delhi,4
163,Sarai Harkhu,SVZ,Jaunpur,Lucknow NR,Delhi,4
164,Sarai Kansrai,SQN,Varanasi,Lucknow NR,Delhi,4
165,Sarkoni,SIQ,Ambedkar Nagar,Lucknow NR,Delhi,4
166,Sewapuri,SWPR,Varanasi,Lucknow NR,Delhi,4
167,Shahganj Junction,SHG,Jaunpur,Lucknow NR,Delhi,4
168,Shiupur,SOP,Varanasi,Lucknow NR,Delhi,4
169,Shivnagar,SHNG,Lakhimpur Kheri,Lucknow NR,Delhi,4
170,Shrirajnagar,SAGR,Raebareli,Lucknow NR,Delhi,4
171,Shudnipur,SPPR,Jaunpur,Lucknow NR,Delhi,4
172,Sindurwa,SYW,Sultanpur,Lucknow NR,Delhi,4
173,Siwaith,SWE,Allahabad,Lucknow NR,Delhi,4
174,Sohwal,SLW,Faizabad,Lucknow NR,Delhi,4
175,Sonik,SIC,Unnao,Lucknow NR,Delhi,4
176,Srikrishna Nagar,SKN,Jaunpur,Lucknow NR,Delhi,4
177,Sultanpur Junction,SLN,Sultanpur,Lucknow NR,Delhi,4
178,Suraj Kunda,SRJK,Raebareli,Lucknow NR,Delhi,4
179,Suriawan,SAW,Sant Ravidas Nagar,Lucknow NR,Delhi,4
180,Suwansa,SWS,Pratapgarh,Lucknow NR,Delhi,4
181,Takia,TQA,Deoria,Lucknow NR,Delhi,4
182,Talakhajuri,TLKH,Amethi,Lucknow NR,Delhi,4
183,Tharwai,THW,Allahabad,Lucknow NR,Delhi,4
184,Tikauli Rawatpur,TKRP,Unnao,Lucknow NR,Delhi,4
185,Tirbediganj,TEG,Kanpur,Lucknow NR,Delhi,4
186,Trilochan Mahdo,TLMD,Jaunpur,Lucknow NR,Delhi,4
187,Tulsi Nagar,TLGR,Azamgarh,Lucknow NR,Delhi,4
188,Ubarni,UBN,Raebareli,Lucknow NR,Delhi,4
189,Ugrasenpur,URPR,Jaunpur,Lucknow NR,Delhi,4
190,Ulna Bhari,ULN,Ambedkar Nagar,Lucknow NR,Delhi,4
191,Unchahar Junction,UCR,Raebareli,Lucknow NR,Delhi,4
192,Unnao Junction,ON,Unnao,Lucknow NR,Delhi,4
193,Utraitia Junction,UTR,Lucknow,Lucknow NR,Delhi,4
194,Varanasi Junction,BSB,Varanasi,Lucknow NR,Delhi,4
195,Vyasnagar,VYN,Varanasi,Lucknow NR,Delhi,4
196,Warigaon Newada,WRGN,Jaunpur,Lucknow NR,Delhi,4
197,Waris Ganj,WGJ,Sultanpur,Lucknow NR,Delhi,4
198,Zafarabad Junction,ZBD,Jaunpur,Lucknow NR,Delhi,4
1,Adhyatmik Nagar,AKNR,Ghaziabad,Moradabad,Delhi,5
2,Aghwanpur,AWP,Moradabad,Moradabad,Delhi,5
3,Aithal,ATMO,Haridwar,Moradabad,Delhi,5
4,Algawan,AIG,Shahabad,Moradabad,Delhi,5
5,Amhera,ARH,Bijnor,Moradabad,Delhi,5
6,Amroha,AMRO,Amroha,Moradabad,Delhi,5
7,Anjhi Shahabad,AJI,Shahabad,Moradabad,Delhi,5
8,Aonla,AO,Bareilly,Moradabad,Delhi,5
